e_uid,region1_nomenclature1,region_nomenclature2,topological_relation,annotation,reference,url,id,v_uid,v_uuid,v_lastmodified,v_status,v_lastmodified_epoch
825,Bed nuclei of the stria terminals anterior division fusiform nucleus (Swanson-1992),bed nucleus of stria terminalis; fusiform part (Paxinos/Watson-1998),identical,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. BSTfu and Fu (Paxinos & Watson nomenclature) appear only in this relationship; therefore these two nuclei are assumed identical.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1819,825,43b10789-2155-52b4-838f-e25457d159a3,2016-05-09 16:57:11,C,1.4628130310509E9
416,Interpeduncular nucleus central subnucleus (Swanson-1998),Interpeduncular nucleus central subnucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),587,416,414e2028-8f91-56df-8ed6-0f634298b38e,2016-05-09 16:57:11,C,1.4628130310509E9
50,Anteromedial visual area (Swanson-1998),Anteromedial visual area (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),694,50,6e3a2b70-155d-5b6d-a4e4-3151b8a907f1,2016-05-09 16:57:11,C,1.4628130310509E9
634,Bed nuclei of the stria terminalis anterior division anteroventral area (Swanson-1998),bed nucleus of the stria terminalis; medial division; ventral part (Paxinos/Watson-1998),is covered,Relations collated from Table 2; page 197. Refer to this Table for additional references.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),108,634,40423cef-6510-5471-821f-64d846dcfddc,2016-05-09 16:57:11,C,1.4628130310509E9
159,Lateral septal nucleus rostral (rostroventral) part medial zone (Swanson-1998),Lateral septal nucleus rostral (rostroventral) part medial zone (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),382,159,474d4464-7085-5a1a-be79-a28ff81f8275,2016-05-09 16:57:11,C,1.4628130310509E9
250,Ansiform lobule crus 1 sublobule d (Swanson-1998),Ansiform lobule crus 1 sublobule d (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),826,250,ae15bf65-bdf1-5b7a-ab05-06d1b1f03b4b,2016-05-09 16:57:11,C,1.4628130310509E9
578,Medullary reticular nucleus (Swanson-1998),Medullary reticular nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),605,578,14d7dd3b-b937-5e96-b78e-53bd2f5a8128,2016-05-09 16:57:11,C,1.4628130310509E9
307,Rhomboid nucleus (Swanson-1998),Rhomboid nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),87,307,0f4c9788-2746-5c72-ae00-7ab0d6399c5b,2016-05-09 16:57:11,C,1.4628130310509E9
977,Bed nucleus of the stria terminalis medial subdivision (McDonald),Special nucleus of the stria terminalis (Johnston),contains,This region appears to correspond to the “special nucleus of the stria terminalis“ described by Johnston in the rat [17] and to the “encapsulated portion of the interstitial nucleus of the stria terminalis” of the rabbit [54].,McDonald A.J.; (1983),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=6824959,13910,977,8fd367bc-7f30-57e7-903c-9993a92d85ad,2016-05-09 16:57:11,C,1.4628130310509E9
346,External cuneate nucleus (Swanson-1998),External cuneate nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),458,346,8a5286e9-1f47-5300-9df3-f8a6bf8d9bac,2016-05-09 16:57:11,C,1.4628130310509E9
966,Bed nucleus of the stria terminals juxtacapsular subdivision (McDonald),Bed nucleus of the stria terminalis juxtacapsular nucleus (Ju/Swanson),identical,We have adopted his term; “juxtacapsular;” for a small group of cells between the oval nucleus and the internal capsule. However; instead of calling it a “subdivision” as McDonald did; we have referred to it as the juxtacapsular nucleus. The appearance of neurons in the oval and juxtacapsular nuclei differs in Golgi preparations (McDonald; ‘83); and they are quite different in their immunohistochemical properties as well (Ju et al.; ’89). It is difficult to agree with McDonald; however; that the neurons in the rest of the BST are rather similar. It seems to us; therefore; that it is difficult to divide the BST into a lateral and a medial division on the basis of limited cytoarchitectonic criteria.,Ju G. & Swanson L.W. (I); (1989),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=2708568,13908,966,f5962a1f-4bf0-5df3-b541-49afec5f5fe1,2016-05-09 16:57:11,C,1.4628130310509E9
904,Medial dense-celled column of the posterior part of the medial bed nucleus of the stria terminalis (de Olmos - 1995),Posterior medial subnucleus of brain nucleus of stria terminalis (Moga-Fulwiler-Saper),contains,The posterior medial subnucleus (PM) of Moga et al. (1989) appears to include our medial column of the posterior medial nucleus; but also incorporates portions of our intermediate column....,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13973,904,42b5ff90-9d50-5b28-ac0e-ef2ef39b6547,2016-05-09 16:57:11,C,1.4628130310509E9
477,Paramedian reticular nucleus (Swanson-1998),Paramedian reticular nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),861,477,591daa8a-d842-5fdd-ba94-c27146c4f9bd,2016-05-09 16:57:11,C,1.4628130310509E9
662,Bed nuclei of the stria terminalis anterior division anteroventral area (Swanson-1998),Ventral bed nucleus of the stria terminalis (de Olmos -1985),is contained,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,108,662,2a9c6cb3-8d10-553f-a7dd-3f717b6330d7,2016-05-09 16:57:11,C,1.4628130310509E9
648,Bed nucleus of the stria terminalis anteromedial portion (Alheid et al.),Bed nucleus of the stria terminalis medial (de Olmos -1985),contains,McDonald (1983) divided the bed nucleus of the stria terminalis into medial and lateral portions; with the medial portion (BM) corresponding to the overall medial med nucleus of the current account (BSTM)...Collator note: the BSTM cannot correspond to the medial part of McDonald; since the latter also includes a portion of the lateral part of the former.,Barry G.E.; Wray; S.; (1985),http://scholar.google.com/scholar?hl=en&q=Barry G.E.; Wray; S.; (1985),13964,648,a426f571-a307-5a63-af35-20d88a4d9943,2016-05-09 16:57:11,C,1.4628130310509E9
241,Nodulus sublobule a (Swanson-1998),Nodulus sublobule a (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),815,241,8f259aa0-f84c-50c9-8524-1347e720f07b,2016-05-09 16:57:11,C,1.4628130310509E9
556,Nucleus of the optic tract (Swanson-1998),Nucleus of the optic tract (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),430,556,32c632c3-05b4-51ed-b0fa-347c21e4892f,2016-05-09 16:57:11,C,1.4628130310509E9
952,Dorsal part of the lateral bed nucleus of the stria terminalis capsular portion (de Olmos - 1995),Bed nucleus of the stria terminalis subarea 2 (Geeraedts),overlap,Their BST2....corresponds reasonably well to our dorsolateral division of the lateral bed nucleus (BSTLD); although they do not suggest and internal division of this area into capsular and central parts. Collator: it is unclear whether this is the correct topological relationship.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13980,952,0babb592-0ac7-545e-94a5-8ec5d8610efe,2016-05-09 16:57:11,C,1.4628130310509E9
132,Basolateral nucleus of the amygdala posterior part (Swanson-1998),Basolateral nucleus of the amygdala posterior part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),784,132,8e079df3-2539-5b41-90c3-695977dd5a5b,2016-05-09 16:57:11,C,1.4628130310509E9
145,Islands of Calleja (Swanson-1998),Islands of Calleja (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),361,145,ea774aa6-b039-556b-8539-265e61597625,2016-05-09 16:57:11,C,1.4628130310509E9
558,Nucleus of the posterior commissure (Swanson-1998),Nucleus of the posterior commissure (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),432,558,ee0f74f2-0bb3-5926-870d-717a3f2fd4e4,2016-05-09 16:57:11,C,1.4628130310509E9
259,Flocculus (Swanson-1998),Flocculus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),835,259,9b80a7fc-3000-5291-81bb-63198102c3c4,2016-05-09 16:57:11,C,1.4628130310509E9
723,Bed nuclei of the stria terminalis anterolateral area (Swanson-1998),bed nucleus of the stria terminalis; lateral division; intermediate part (Paxinos/Watson-1998),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. Only the caudal part of the BSTal is captured in this relationship.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,107,723,ce84a78e-7d0b-5409-a750-d4522277f580,2016-05-09 16:57:11,C,1.4628130310509E9
866,Anterior medial subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),Bed nucleus of the stria terminalis anterodorsal area (Ju/Swanson),contains,...although many distinct BST cell groups are in common to both Ju and Swanson ('89) and the present study (e.g.; DL; VL; PL; JXC; PM; and AM); others listed in Table 2 represent only a rough comparison. Further studies are needed to determine whether the subnuclear boundaries in these studies are useful indicators of connectional and functional differences. Collator note: we inserted only those relations that are explicitly stated by authors in their paper. For a newer comparison study; see Dong et al.; 2001.,Moga M.M.; Saper C.B.; Gray T.S.; (1989),http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2568370,13798,866,1235f4a6-d251-5cff-975f-8131192e6745,2016-05-09 16:57:11,C,1.4628130310509E9
100,Field CA2 pyramidal layer (Swanson-1998),Field CA2 pyramidal layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),737,100,e4b7a0fa-15ae-5be3-b719-d5692bc681bd,2016-05-09 16:57:11,C,1.4628130310509E9
770,Bed nuclei of the stria terminalis anterior division anterodorsal area (Swanson-1992),Bed nucleus of the stria terminalis medial; anterior part (de Olmos -1985),identical,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1811,770,cd97f029-c0bc-5b35-af89-61153ea3c59d,2016-05-09 16:57:11,C,1.4628130310509E9
670,Bed nuclei of the stria terminalis juxtacapsular nucleus (Swanson-1998),Bed nucleus of the stria terminalis lateral subdivision juxtacapsular part (de Olmos -1985),identical,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. These two nuclei appear to be identical across several BST nomenclatures,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,110,670,4328a919-44f1-5225-83f3-30072bcc0522,2016-05-09 16:57:11,C,1.4628130310509E9
587,Paraventricular nucleus of the hypothalamus; magnocellular division; medial magnocellular part (Swanson-1998),Paraventricular hypothalamic nucleus; magnocellular division; medial magnocellular part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),246,587,25732c47-45dd-5a83-8bc7-47b61bbb8c17,2016-05-09 16:57:11,C,1.4628130310509E9
729,Bed nuclei of the stria terminalis anterior division anterodorsal area (Swanson-1998),Anterior medial subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),is contained,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,106,729,d39293df-b2c7-5836-8a31-717a1e870b94,2016-05-09 16:57:11,C,1.4628130310509E9
