,ID,First_author,Published,Title,Journal,Species
825,828,"Stork, O",1994,"Haloperidol activates tyrosine hydroxylase gene-expression in the rat substantia nigra, pars reticulata.",21,Rat
826,829,"Strackx, E",2008,A combined behavioral and morphological study on the effects of fetal asphyxia on the nigrostriatal dopaminergic system in adult rats.,18,Rat
827,830,"Stratford, TR",2005,Activation of feeding-related neural circuitry after unilateral injections of muscimol into the nucleus accumbens shell.,21,Rat
828,831,"Stratford, TR",1999,Evidence of a functional relationship between the nucleus accumbens shell and lateral hypothalamus subserving the control of feeding behavior.,7,Rat
829,832,"Stratford, TR",1990,Ascending dopaminergic projections from the dorsal raphe nucleus in the rat.,21,Rat
830,833,"Strittmatter, SM",1987,Angiotensin converting enzyme immunohistochemistry in rat brain and pituitary gland: correlation of isozyme type with cellular localization.,11,Rat
831,834,"Studer, L",1995,Comparison of the effects of the neurotrophins on the morphological structure of dopaminergic neurons in cultures of rat substantia nigra.,2,Rat
832,835,"Su, L",2017,Superparamagnetic iron oxide nanoparticles modified with dimyristoylphosphatidylcholine and their distribution in the brain after injection in the rat substantia nigra.,200,Rat
833,836,"Suckow, SK",2013,Columnar distribution of catecholaminergic neurons in the ventrolateral periaqueductal gray and their relationship to efferent pathways.,5,Rat
834,837,"Sugimoto, T",1993,On the expression of Fos-like protein in the subthalamic nucleus and basal ganglia output systems following kainic acid injections into the rodent striatum.,8,Rat
835,838,"Sun, Y",2011,Neuroprotection and sensorimotor functional improvement by curcumin after intracerebral hemorrhage in mice.,135,Mouse
836,839,"Sundstrom, E",1987,"Studies on the effect of 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) on central catecholamine neurons in C57BL/6 mice. Comparison with three other strains of mice.",21,Mouse
837,840,"Suzuki, M",1998,Widespread expression of Fos protein induced by acute haloperidol administration in the rat brain.,201,Rat
838,841,"Suzuki, S",2015,"Intravenous mesenchymal stem cell administration exhibits therapeutic effects against 6-hydroxydopamine-induced dopaminergic neurodegeneration and glial activation in rats.[Erratum appears in Neurosci Lett. 2015 Feb 5;587:5 Note: Iwahara, Naoyuki [correct",8,Rat
839,842,"Swanson, L W",1982,The projections of the ventral tegmental area and adjacent regions: a combined fluorescent retrograde tracer and immunofluorescence study in the rat.,30,Rat
840,843,"Swanson, LW",1975,The central adrenergic system. An immunofluorescence study of the location of cell bodies and their efferent connections in the rat utilizing dopamine-beta-hydroxylase as a marker.,12,Rat
841,844,"Szot, P",2012,"Lesioning noradrenergic neurons of the locus coeruleus in C57Bl/6 mice with unilateral 6-hydroxydopamine injection, to assess molecular, electrophysiological and biochemical changes in noradrenergic signaling.",11,Mouse
842,845,"Szutowicz, A",1976,Subcellular localization of nerve growth factor receptors. Thirteen-day chick embryo brain.,202,Chick
843,846,"Takada, M",2001,Immunohistochemical localization of voltage-gated calcium channels in substantia nigra dopamine neurons.,2,Rat
844,847,"Takada, M",1987,Organization of ventral tegmental area cells projecting to the occipital cortex and forebrain in the rat.,21,Rat
845,848,"Takahashi, Y",2003,Human skeletal muscle calcium channel alpha1S is expressed in the basal ganglia: distinctive expression pattern among L-type Ca2+ channels.,122,Human
846,849,"Takami, K",1985,Localization of chick retinal visinin-like immunoreactivity in the rat forebrain and diencephalon.,11,Rat
847,850,"Takeuchi, Y",1992,Effects of neonatal asphyxia on the serotonin neuron system in the developing brain studied by immunohistochemistry.,91,Mouse
848,851,"Tallaksen-Greene, SJ",1996,Splice variants of glutamate receptor subunits 2 and 3 in striatal projection neurons.,11,Rat
849,852,"Tan, W",2016,Effects of simvastatin on the expression of inducible nitric oxide synthase and brain-derived neurotrophic factor in a lipopolysaccharide-induced rat model of Parkinson disease.,61,Rat
850,853,"Tanriover, G",2010,The effects of docosahexaenoic acid on glial derived neurotrophic factor and neurturin in bilateral rat model of Parkinson's disease.,203,Rat
851,854,"Tashiro, Y",1997,"Functional injury of cholinergic, GABAergic and dopaminergic systems in the basal ganglia of adult rat with kaolin-induced hydrocephalus.",21,Rat
852,855,"Tasselli, M",2013,Effects of oral administration of rotenone on gastrointestinal functions in mice.,204,Mouse
853,856,"Tatenhorst, L",2014,Rho kinase inhibition by fasudil in the striatal 6-hydroxydopamine lesion mouse model of Parkinson disease.,71,Mouse
854,857,"Tavakoli-Nezhad, M",2001,Postnatal inorganic lead exposure decreases the number of spontaneously active midbrain dopamine neurons in the rat.,66,Rat
855,858,"Temel, Y",2005,Acute and separate modulation of motor and cognitive performance in parkinsonian rats by bilateral stimulation of the subthalamic nucleus.,18,Rat
856,859,"Tepper, JM",1994,Postnatal changes in the distribution and morphology of rat substantia nigra dopaminergic neurons.,11,Rat
857,860,"Territo, PR",2017,Characterization of <sup>11</sup>C-GSK1482160 for Targeting the P2X7 Receptor as a Biomarker for Neuroinflammation.,205,Mouse
858,861,"Testa, CM",1994,Metabotropic glutamate receptor mRNA expression in the basal ganglia of the rat.,7,Rat
859,862,"Thomas, KL",1993,The regional distribution of extracellularly regulated kinase-1 and -2 messenger RNA in the adult rat central nervous system.,11,Rat
860,863,"Tomas-Camardiel, M",2004,"Minocycline reduces the lipopolysaccharide-induced inflammatory reaction, peroxynitrite-mediated nitration of proteins, disruption of the blood-brain barrier, and damage in the nigral dopaminergic system.",68,Rat
861,864,"Tomilin, NV",1998,[Changes in the ultrastructure of the motor zone of the cortex and various areas of the rats pyramidal system in acute toxic action of phenazepam]. [Russian],,
862,865,"Tooyama, I",1993,[d-Ala2]deltorphin I-like immunoreactivity in the adult rat brain: immunohistochemical localization.,6,Rat
863,866,"Torigoe, R",1990,[Behavioral and histochemical observation in rotational rat with adrenal medulla transplantation]. [Japanese],,
864,867,"Toti, L",2014,Gastric dysregulation induced by microinjection of 6-OHDA in the substantia nigra pars compacta of rats is determined by alterations in the brain-gut axis.,206,Rat
865,868,"Toti, P",2001,Cyclooxygenase-2 immunoreactivity in the ischemic neonatal human brain. An autopsy study.,207,Human
866,869,"Triarhou, LC",1988,"Synaptic connectivity of tyrosine hydroxylase immunoreactive nerve terminals in the striatum of normal, heterozygous and homozygous weaver mutant mice.",24,Mouse
867,870,"Trifonov, S",2012,Lateral regions of the rodent striatum reveal elevated glutamate decarboxylase 1 mRNA expression in medium-sized projection neurons.,2,Mouse
868,871,"Tripanichkul, W",2008,Estrogen enhances the number of nigral dopaminergic neurons of adult male mice without affecting nigral neuroglial number and morphology.,8,Mouse
869,872,"Tripanichkul, W",2007,17Beta-estradiol reduces nitrotyrosine immunoreactivity and increases SOD1 and SOD2 immunoreactivity in nigral neurons in male mice following MPTP insult.,21,Mouse
870,873,"Trulson, ME",1985,Identification of dopamine-containing cell bodies in the dorsal and median raphe nuclei of the rat brain using tyrosine hydroxylase immunochemistry.,30,Rat
871,874,"Tu, Q",2015,[Effects of electroacupuncture on proteasomes of substantia nigra in rats with Parkinson's disease]. [Chinese],,
872,875,"Tunje, R",2016,[Effect of Shouwu Shudi Yin on dopaminegic neurons in MPTP induced Parkinson's disease mouse model]. [Chinese],,
873,876,"Uchida, M",1999,Nitric oxide production is decreased in the brain of the seizure susceptible EL mouse.,30,Mouse
874,877,"Ueda, S",2005,Degeneration of dopaminergic neurons in the substantia nigra of zitter mutant rat and protection by chronic intake of Vitamin E.,8,Mouse
875,878,"Uhl, GR",1985,Somatostatin receptors: distribution in rat central nervous system and human frontal cortex.,12,Rat
876,879,"Unger, J",1989,Distribution of insulin receptor-like immunoreactivity in the rat forebrain.,11,Rat
877,880,"Ureshino, R",2018,Effects of Aging in the Striatum and Substantia Nigra of a Parkinson's Disease Animal Model.,175,Rat
878,881,"Utal, AK",1998,"PEP-19 immunohistochemistry defines the basal ganglia and associated structures in the adult human brain, and is dramatically reduced in Huntington's disease.[Erratum appears in Neuroscience 1999;88(3):993]",11,Human
879,882,"Vadasz, C",2007,Mesencephalic dopamine neuron number and tyrosine hydroxylase content: Genetic control and candidate genes.,11,Mouse
880,883,"Valdeolivas, S",2012,"Sativex-like combination of phytocannabinoids is neuroprotective in malonate-lesioned rats, an inflammatory model of Huntington's disease: role of CB1 and CB2 receptors.",82,Rat
881,884,"Valentino, KL",1986,Distribution of neuropeptide K-immunoreactivity in the rat central nervous system.,73,Rat
882,885,"Valian, N",2017,"Escalating Methamphetamine Regimen Induces Compensatory Mechanisms, Mitochondrial Biogenesis, and GDNF Expression, in Substantia Nigra.",208,Rat
883,886,"Van der Perren, A",2011,"Efficient and stable transduction of dopaminergic neurons in rat substantia nigra by rAAV 2/1, 2/2, 2/5, 2/6.2, 2/7, 2/8 and 2/9.",198,Rat
884,887,"van Eekelen, JA",1991,Postnatal ontogeny of mineralocorticoid and glucocorticoid receptor gene expression in regions of the rat tel- and diencephalon.,21,Rat
885,888,"Van Vulpen, EH",1999,NGF facilitates the developmental maturation of the previously committed cholinergic interneurons in the striatal matrix.,12,Rat
886,889,"Van Vulpen, EH",1996,Differential maturation of cholinergic interneurons in the striatal patch versus matrix compartments.,12,Rat
887,890,"Vandenberghe, ME",2015,Robust supervised segmentation of neuropathology whole-slide microscopy images.,209,
888,891,"Vanderhaeghen, JJ",1980,Immunohistochemical localization of cholecystokinin- and gastrin-like peptides in the brain and hypophysis of the rat.,6,Rat
889,892,"Vankova, M",1991,Enkephalin-containing nerve cell bodies in the substantia nigra of the rat: demonstration by immunohistochemistry and in situ hybridization.,30,Rat
890,893,"Ventruti, A",2011,Reelin deficiency causes specific defects in the molecular composition of the synapses in the adult brain.,11,Mouse
891,894,"Verney, C",1999,Distribution of the catecholaminergic neurons in the central nervous system of human embryos and fetuses.,10,Human
892,895,"Vidyadhara, DJ",2016,"Differential expression of calbindin in nigral dopaminergic neurons in two mice strains with differential susceptibility to 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine.",14,Mouse
893,896,"Vijitruth, R",2006,Cyclooxygenase-2 mediates microglial activation and secondary dopaminergic cell death in the mouse MPTP model of Parkinson's disease.,4,Mouse
894,897,"Vincent, S R",1988,"Distributions of tyrosine hydroxylase-, dopamine-beta-hydroxylase-, and phenylethanolamine-N-methyltransferase-immunoreactive neurons in the brain of the hamster (Mesocricetus auratus).",12,Hamster
895,898,"Vlamings, R",2007,High frequency stimulation of the subthalamic nucleus improves speed of locomotion but impairs forelimb movement in Parkinsonian rats.,11,Rat
896,899,"Voitenko, LP",2015,[Modification of experimental rotenone model of Parkinson's disease]. [Ukrainian],,
897,900,"Vollmann, H",2007,Differential expression of egr1 and activation of microglia following irradiation in the rat brain.,210,Rat
898,901,"Vorisek, I",2017,Brain Diffusivity and Structural Changes in the R6/2 Mouse Model of Huntington Disease.,26,Mouse
899,902,"Voutilainen, MH",2009,Mesencephalic astrocyte-derived neurotrophic factor is neurorestorative in rat model of Parkinson's disease.,7,Rat
900,903,"Walker, N",1998,Tissue distribution and cellular localization of the levocabastine-sensitive neurotensin receptor mRNA in adult rat brain.,21,Rat
901,904,"Walker, Q",2012,Individual differences in psychostimulant responses of female rats are associated with ovarian hormones and dopamine neuroanatomy.,59,Rat
902,905,"Walters, TL",1999,Diethyldithiocarbamate causes nigral cell loss and dopamine depletion with nontoxic doses of MPTP.,18,Mouse
903,906,"Wang, F",2010,Intravenous administration of mesenchymal stem cells exerts therapeutic effects on parkinsonian model of rats: focusing on neuroprotective effects of stromal cell-derived factor-1alpha.,31,Rat
904,907,"Wang, HB",2007,In situ hybridization histochemical and immunohistochemical evidence that striatal projection neurons co-containing substance P and enkephalin are overrepresented in the striosomal compartment of striatum in rats.,8,Rat
905,908,"Wang, HM",2011,[Effect of Bushen Huoxue Decoction on dopamine D2 receptor in the brain of rats with Parkinson's disease]. [Chinese],,
906,909,"Wang, J",1994,Intrastriatal implantation of interleukin-1. Reduction of parkinsonism in rats by enhancing neuronal sprouting from residual dopaminergic neurons in the ventral tegmental area of the midbrain.,137,Rat
907,910,"Wang, J",2016,Kinetics of functionalised carbon nanotube distribution in mouse brain after systemic injection: Spatial to ultra-structural analyses.,211,Mouse
