"ID";"First_author";"Published";"Title";"Journal";"Species"
500;"Mao, L";2002,00;"Interactions between ionotropic and metabotropic glutamate receptors regulate cAMP response element-binding protein phosphorylation in cultured striatal neurons.";11;"Rat"
501;"Marksteiner, J";1992,00;"Distribution of neurons expressing neurokinin B in the rat brain: immunohistochemistry and in situ hybridization.";12;"Rat"
502;"Marksteiner, J";1992,00;"Comparative distribution of neurokinin B-, substance P- and enkephalin-like immunoreactivities and neurokinin B messenger RNA in the basal forebrain of the rat: evidence for neurochemical compartmentation.";11;"Rat"
503;"Marr, HS";2000,00;"Distribution of testican expression in human brain.";108;"Human"
504;"Marshall, JF";2001,00;"The role of the globus pallidus D2 subfamily of dopamine receptors in pallidal immediate early gene expression.";11;"Rat"
505;"Marti, J";2002,00;"A combined immunohistochemical and autoradiographic method to detect midbrain dopaminergic neurons and determine their time of origin.";21;"Mouse"
506;"Marti, J";2000,00;"The weaver gene continues to target late-generated dopaminergic neurons in midbrain areas at P90.";21;"Mouse"
507;"Martin, LJ";1993,00;"AMPA glutamate receptor subunits are differentially distributed in rat brain.";11;"Rat"
508;"Martinez de Lagran, M";2007,00;"Dopaminergic deficiency in mice with reduced levels of the dual-specificity tyrosine-phosphorylated and regulated kinase 1A, Dyrk1A(+/-).";147;"Mouse"
509;"Masukawa, D";2014,00;"Localization of ocular albinism-1 gene product GPR143 in the rat central nervous system.";47;"Rat"
510;"Matamales, M";2009,00;"Striatal medium-sized spiny neurons: identification by nuclear staining and study of neuronal subpopulations in BAC transgenic mice.";13;"Mouse"
511;"Matsuda, W";2009,00;"Single nigrostriatal dopaminergic neurons form widely spread and highly dense axonal arborizations in the neostriatum.";7;"Rat"
512;"Matsuwaki, T";2008,00;"The effect of glucocorticoids on bradykinesia induced by immobilization stress.";148;"Mouse"
513;"May, PJ";1997,00;"Reciprocal connections between the zona incerta and the pretectum and superior colliculus of the cat.";11;"Cat"
514;"McArthur, S";2016,00;"Sex-specific disruption of murine midbrain astrocytic and dopaminergic developmental trajectories following antenatal GC treatment.";22;"Mouse"
515;"McArthur, S";2005,00;"Altered mesencephalic dopaminergic populations in adulthood as a consequence of brief perinatal glucocorticoid exposure.";53;"Rat"
516;"McKenna, O";1976,00;"Microperoxisome distribution in the central nervous system of the rat.";21;"Rat"
517;"McNeill, TH";1990,00;"Differential effects of advancing age on neurotransmitter cell loss in the substantia nigra and striatum of C57BL/6N mice.";21;"Mouse"
518;"McRitchie, DA";1998,00;"The midbrain dopaminergic cell groups in the baboon Papio ursinus.";30;"Monkey"
519;"Meberg, PJ";1991,00;"Selective expression of protein F1/(GAP-43) mRNA in pyramidal but not granule cells of the hippocampus.";11;"Rat"
520;"Mehlan, J";2016,00;"Intrastriatal injection of botulinum neurotoxin-A is not cytotoxic in rat brain - A histological and stereological analysis.";21;"Rat"
521;"Mehraein, F";2016,00;"Different effects of olive leaf extract on antioxidant enzyme activities in midbrain and dopaminergic neurons of Substantia Nigra in young and old rats.";74;"Rat"
522;"Melchior, B";2003,00;"Ectopic expression of the TrkA receptor in adult dopaminergic mesencephalic neurons promotes retrograde axonal NGF transport and NGF-dependent neuroprotection.";18;"Rat"
523;"Meng, JL";2008,00;"[Estrogen protects the dopaminergic neurons in substantia nigra against damage induced by 6-hydroxydopamine]. [Chinese]";;
524;"Mengod, G";1990,00;"The distribution and cellular localization of the serotonin 1C receptor mRNA in the rodent brain examined by in situ hybridization histochemistry. Comparison with receptor binding distribution.";11;"Rodent"
525;"Merchenthaler, I";1992,00;"Localization of neurokinin B in the central nervous system of the rat.";73;"Rat"
526;"Meredith, GE";1992,00;"Morphological differences between projection neurons of the core and shell in the nucleus accumbens of the rat.";11;"Rat"
527;"Mereu, G";1991,00;"Glutamate receptor subtypes mediate excitatory synaptic currents of dopamine neurons in midbrain slices.";7;"Rat"
528;"Meshul, CK";1996,00;"Correlation of vacuous chewing movements with morphological changes in rats following 1-year treatment with haloperidol.";93;"Rat"
529;"Miao, X";2012,00;"[Deferoxamine suppresses microglia activation and protects against secondary neural injury after intracerebral hemorrhage in rats]. [Chinese]";;
530;"Micevych, P";1991,00;"Distribution of mRNAs coding for liver and heart gap junction proteins in the rat central nervous system.";12;"Rat"
531;"Miljan, EA";2009,00;"Implantation of c-mycER TAM immortalized human mesencephalic-derived clonal cell lines ameliorates behavior dysfunction in a rat model of Parkinson's disease.";149;"Rat"
532;"Miller, D";2018,00;"HIV-1 Tat regulation of dopamine transmission and microglial reactivity is brain region specific.";33;"Mouse"
533;"Milner, TA";1987,00;"Light microscopic immunocytochemical localization of pyruvate dehydrogenase complex in rat brain: topographical distribution and relation to cholinergic and catecholaminergic nuclei.";7;"Rat"
534;"Ming-Yan, H";2012,00;"Hypoxic-ischemic injury decreases anxiety-like behavior in rats when associated with loss of tyrosine-hydroxylase immunoreactive neurons of the substantia nigra.";54;"Rat"
535;"Miralles, CP";1999,00;"Immunocytochemical localization of the beta(3) subunit of the gamma-aminobutyric acid(A) receptor in the rat brain.";12;"Rat"
536;"Mirault, ME";1994,00;"Transgenic glutathione peroxidase mouse models for neuroprotection studies. [Review] [56 refs]";128;"Mouse"
537;"Miro, X";2002,00;"Differential distribution of PDE4D splice variant mRNAs in rat brain suggests association with specific pathways and presynaptical localization.";5;"Rat"
538;"Mitsumoto, Y";1998,00;"Spontaneous regeneration of nigrostriatal dopaminergic neurons in MPTP-treated C57BL/6 mice.";50;"Mouse"
539;"Miwa, H";2001,00;"Subthalamo-pallido-striatal axis: a feedback system in the basal ganglia.";142;"Rat"
540;"Miyaoka, T";1997,00;"Immunohistochemical localization of ADP-ribosylarginine hydrolase in rodent CNS.";21;"Rat"
541;"Miyata, S";1998,00;"Infant cold exposure changes Fos expression to acute cold stimulation in adult hypothalamic brain regions.";122;"Rat"
542;"Mizumatsu, S";2003,00;"Extreme sensitivity of adult neurogenesis to low doses of X-irradiation.";150;"Mouse"
543;"Mo, RK";2016,00;"[Influence of manganese exposure via intracerebral injection on behavioristics and substantia nigra dopaminergic neurons in rats]. [Chinese]";;
544;"Mons, N";1995,00;"Immunohistochemical localization of adenylyl cyclase in rat brain indicates a highly selective concentration at synapses.";6;"Rat"
545;"Moos, T";2000,00;"Cellular distribution of ferric iron, ferritin, transferrin and divalent metal transporter 1 (DMT1) in substantia nigra and basal ganglia of normal and beta2-microglobulin deficient mouse brain.";151;
546;"Moragues, N";2002,00;"Localisation of GABA(A) receptor epsilon-subunit in cholinergic and aminergic neurones and evidence for co-distribution with the theta-subunit in rat brain.";11;"Rat"
547;"Moragues, N";2000,00;"cDNA cloning and expression of a gamma-aminobutyric acid A receptor epsilon-subunit in rat brain.";2;"Rat"
548;"Morales, P";2003,00;"Perinatal asphyxia impairs connectivity and dopamine neurite branching in organotypic triple culture from rat substantia nigra, neostriatum and neocortex.";8;"Rat"
549;"Moresco, RM";2008,00;"Quinolinic acid induced neurodegeneration in the striatum: a combined in vivo and in vitro analysis of receptor changes and microglia activation.";152;"Rat"
550;"Morgan, WW";1990,00;"Effect of prolactin replacement on the number of tyrosine hydroxylase expressing neurons in the arcuate nuclei of Ames dwarf and normal mice.";89;"Mouse"
551;"Mori, F";2002,00;"Immunohistochemical comparison of alpha- and beta-synuclein in adult rat central nervous system.";21;"Rat"
552;"Mori, S";2017,00;"Lack of interleukin-13 receptor alpha1 delays the loss of dopaminergic neurons during chronic stress.";4;"Mouse"
554;"Mori, T";2013,00;"Increased histone H3 phosphorylation in neurons in specific brain structures after induction of status epilepticus in mice.";13;"Mouse"
555;"Morihisa, JM";1984,00;"Adrenal medulla grafts survive and exhibit catecholamine-specific fluorescence in the primate brain.";18;"Monkey"
556;"Moro, C";2013,00;"Photobiomodulation preserves behaviour and midbrain dopaminergic cells from MPTP toxicity: evidence from two mouse strains.";31;"Mouse"
557;"Morrell, JI";1989,00;"Tyrosine hydroxylase mRNA in the neurons of the tuberoinfundibular region and zona incerta examined after gonadal steroid hormone treatment.";153;"Rat"
558;"Mouatt-Prigent, A";2004,00;"Ultrastructural localization of parkin in the rat brainstem, thalamus and basal ganglia.";56;"Rat"
559;"Mounir, A";1994,00;"Host serotonin axons innervate intrastriatal ventral mesencephalic grafts after implantation in newborn rats.";2;"Rat"
560;"Mukhida, K";2001,00;"Enhancement of sensorimotor behavioral recovery in hemiparkinsonian rats with intrastriatal, intranigral, and intrasubthalamic nucleus dopaminergic transplants.";7;"Rat"
561;"Munakata, H";2003,00;"Distribution and densitometry mapping of L1-CAM immunoreactivity in the adult mouse brain--light microscopic observation.";31;"Mouse"
562;"Murakami, N";1992,00;"Immunohistochemical studies on the distribution of cellular myosin II isoforms in brain and aorta.";154;"Rodent"
563;"Muramatsu, Y";2003,00;"Expression of S-100 protein is related to neuronal damage in MPTP-treated mice.";33;"Mouse"
564;"Nagai, T";1983,00;"Distribution of GABA-T-intensive neurons in the rat forebrain and midbrain.";12;"Rat"
565;"Nagasawa, H";1990,00;"[Multi-focal delayed neuronal damage after transient regional ischemia--mechanism of vascular dementia]. [Japanese]";;
566;"Nagasawa, H";1990,00;"Exo-focal postischemic neuronal death in the rat brain.";21;"Rat"
567;"Nagy, JI";1978,00;"The use of kainic acid in the localization of enzymes in the substantia nigra.";21;"Rat"
568;"Nair-Roberts, RG";2008,00;"Stereological estimates of dopaminergic, GABAergic and glutamatergic neurons in the ventral tegmental area, substantia nigra and retrorubral field in the rat.";11;"Rat"
569;"Nakagawa, F";1986,00;"Selective cytochemical demonstration of glycoconjugate-containing terminal N-acetylgalactosamine on some brain neurons.";12;"Rodent"
570;"Nakajima, W";2000,00;"Apoptosis has a prolonged role in the neurodegeneration after hypoxic ischemia in the newborn rat.";7;"Rat"
571;"Nakajima, Y";2001,00;"Neuronal expression of mint1 and mint2, novel multimodular proteins, in adult murine brain.";21;"Mouse"
572;"Nakamura, M";2004,00;"Signaling complex formation of phospholipase Cbeta4 with metabotropic glutamate receptor type 1alpha and 1,4,5-trisphosphate receptor at the perisynapse and endoplasmic reticulum in the mouse brain.";2;"Mouse"
573;"Nakamura, Y";2001,00;"Immunohistochemical localization of Ca(2+)/calmodulin-dependent protein kinase kinase beta in the rat central nervous system.";122;"Rat"
574;"Nemoto, C";1999,00;"Calretinin and calbindin-D28k in dopaminergic neurons of the rat midbrain: a triple-labeling immunohistochemical study.";21;"Rat"
575;"Ng, TK";2000,00;"Distinct cellular distribution of GABA(B)R1 and GABA(A)alpha1 receptor immunoreactivity in the rat substantia nigra.";11;"Rat"
576;"Ni, L";1988,00;"Development of substance P-containing neurons in the central nervous system in mice: an immunocytochemical study.";12;"Mouse"
577;"Ni, RJ";2015,00;"Immunohistochemical mapping of neuropeptide Y in the tree shrew brain.";12;"Rat"
578;"Nicholson, LF";1995,00;"GABA and GABAA receptor changes in the substantia nigra of the rat following quinolinic acid lesions in the striatum closely resemble Huntington's disease.";11;"Rat"
579;"Nicholson, LF";1992,00;"The regional, cellular and subcellular localization of GABAA/benzodiazepine receptors in the substantia nigra of the rat.";11;"Rat"
580;"Niclou, S";1994,00;"Expression of the thrombin receptor mRNA in rat brain.";151;"Rat"
581;"Nicot, A";1995,00;"Differential expression of neurotensin receptor mRNA in the dopaminergic cell groups of the rat diencephalon and mesencephalon.";26;"Rat"
582;"Niedworok, CJ";2012,00;"Charting monosynaptic connectivity maps by two-color light-sheet fluorescence microscopy.[Erratum appears in Cell Rep. 2012 Dec 27;2(6):1774-5]";155;"Mouse"
583;"Nieuwenhuys, R";;"Core and paracores; some new chemoarchitectural entities in the mammalian neuraxis. [Review] [145 refs]";;
584;"Nishi, K";1997,00;"Expression of c-Jun in dopaminergic neurons of the substantia nigra in 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-treated mice.";21;"Mouse"
585;"Nishimura, Y";1997,00;"Topographic distribution and collateral projections of the two major populations of nigrothalamic neurons. A retrograde labeling study in the rat.";122;"Rat"
586;"Nishino, H";1990,00;"tGS ganglioside induces peculiar morphological features in grafted dopaminergic cells and promotes motor recovery in rats with unilateral lesions in the nigrostriatal dopamine pathway.";21;"Rat"
587;"Nishio, T";1994,00;"Cellular localization of nerve growth factor-like immunoreactivity in adult rat brain: quantitative and immunohistochemical study.";11;"Rat"
588;"Norazit, A";2010,00;"Progressive loss of dopaminergic neurons induced by unilateral rotenone infusion into the medial forebrain bundle.";21;"Rat"
589;"Normand, E";1988,00;"Dopaminergic neurons of the substantia nigra modulate preproenkephalin A gene expression in rat striatal neurons.";21;"Rat"
590;"Norris, PJ";1994,00;"Localization of NADPH cytochrome P450 oxidoreductase in rat brain by immunohistochemistry and in situ hybridization and a comparison with the distribution of neuronal NADPH-diaphorase staining.";11;"Rat"
591;"Nyberg, J";2007,00;"Immunohistochemical distribution of glucose-dependent insulinotropic polypeptide in the adult rat brain.";26;"Rat"
592;"O'Donnell, D";1999,00;"Expression of the novel galanin receptor subtype GALR2 in the adult rat CNS: distinct distribution from GALR1.";12;"Rat"
593;"O'Kusky, JR";1999,00;"Neuronal degeneration in the basal ganglia and loss of pallido-subthalamic synapses in mice with targeted disruption of the Huntington's disease gene.";21;"Mouse"
